,AIR_INTAKE_TEMP,AUTOMATIC,CAR_YEAR,DAYS_OF_WEEK,DTC_NUMBER,ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_POWER,ENGINE_RPM,HOURS,INTAKE_MANIFOLD_PRESSURE,MARK,MIN,MODEL,MONTHS,SHORT TERM FUEL TRIM BANK 1,SPEED,THROTTLE_POS,TIME,TIMING_ADVANCE,VEHICLE_ID,YEAR,ERROR CODE,problems
2013,35.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,,1.6,793.0,11.0,54.0,volkswagen,26.0,polo,8.0,,2.0,0.027,1502709032448,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2014,35.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,0.255,1.6,1702.0,11.0,80.0,volkswagen,26.0,polo,8.0,,31.0,0.192,1502709041456,0.537,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2015,35.0,n,2006.0,0.0,MIL is OFF1 codes,73.0,0.078,1.6,1725.0,11.0,17.0,volkswagen,26.0,polo,8.0,,52.0,0.063,1502709050470,0.596,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2016,35.0,n,2006.0,0.0,MIL is OFF1 codes,73.0,0.082,1.6,2054.0,11.0,17.0,volkswagen,26.0,polo,8.0,,41.0,0.039,1502709059476,0.443,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2017,36.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,,1.6,1272.0,11.0,65.0,volkswagen,26.0,polo,8.0,,27.0,0.035,1502709068486,0.514,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2018,36.0,n,2006.0,0.0,MIL is OFF1 codes,71.0,0.424,1.6,2348.0,11.0,57.0,volkswagen,26.0,polo,8.0,,41.0,0.173,1502709077495,0.678,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2019,36.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,0.184,1.6,2063.0,11.0,64.0,volkswagen,26.0,polo,8.0,,37.0,0.122,1502709086502,0.753,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2020,36.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,0.208,1.6,1887.0,11.0,19.0,volkswagen,26.0,polo,8.0,,26.0,0.133,1502709095509,0.706,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2021,36.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,0.173,1.6,1918.0,11.0,20.0,volkswagen,26.0,polo,8.0,,20.0,0.035,1502709104515,0.706,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2022,36.0,n,2006.0,0.0,MIL is OFF1 codes,72.0,,1.6,783.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.027,1502709113521,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2023,36.0,n,2006.0,0.0,MIL is OFF1 codes,73.0,,1.6,782.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709122527,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2024,37.0,n,2006.0,0.0,MIL is OFF1 codes,75.0,0.071,1.6,845.0,11.0,100.0,volkswagen,26.0,polo,8.0,,21.0,0.031,1502709131533,0.459,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2025,37.0,n,2006.0,0.0,MIL is OFF1 codes,75.0,0.482,1.6,2064.0,11.0,82.0,volkswagen,26.0,polo,8.0,,47.0,0.427,1502709140539,0.624,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2026,36.0,n,2006.0,0.0,MIL is OFF1 codes,75.0,,1.6,1150.0,11.0,37.0,volkswagen,26.0,polo,8.0,,0.0,0.031,1502709149545,0.424,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2027,37.0,n,2006.0,0.0,MIL is OFF1 codes,75.0,0.082,1.6,1053.0,11.0,65.0,volkswagen,26.0,polo,8.0,,25.0,0.102,1502709158552,0.502,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2028,37.0,n,2006.0,0.0,MIL is OFF1 codes,76.0,0.196,1.6,2058.0,11.0,19.0,volkswagen,26.0,polo,8.0,,23.0,0.047,1502709167558,0.682,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2029,37.0,n,2006.0,0.0,MIL is OFF1 codes,76.0,0.153,1.6,1132.0,11.0,95.0,volkswagen,26.0,polo,8.0,,38.0,0.247,1502709176569,0.443,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2030,37.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,0.059,1.6,1300.0,11.0,34.0,volkswagen,26.0,polo,8.0,,15.0,0.031,1502709185574,0.6,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2031,38.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,0.059,1.6,791.0,11.0,83.0,volkswagen,26.0,polo,8.0,,13.0,0.075,1502709194580,0.643,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2032,37.0,n,2006.0,0.0,MIL is OFF1 codes,76.0,,1.6,684.0,11.0,38.0,volkswagen,26.0,polo,8.0,,3.0,0.035,1502709203586,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2033,38.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,0.078,1.6,530.0,11.0,39.0,volkswagen,26.0,polo,8.0,,5.0,0.059,1502709212593,0.506,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2034,38.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,0.067,1.6,787.0,11.0,55.0,volkswagen,26.0,polo,8.0,,12.0,0.075,1502709221600,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2035,38.0,n,2006.0,0.0,MIL is OFF1 codes,78.0,0.153,1.6,1292.0,11.0,29.0,volkswagen,26.0,polo,8.0,,31.0,0.106,1502709230606,0.655,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2036,38.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,0.094,1.6,1669.0,11.0,22.0,volkswagen,26.0,polo,8.0,,40.0,0.118,1502709239620,0.6,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2037,39.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,,1.6,725.0,11.0,32.0,volkswagen,26.0,polo,8.0,,17.0,0.031,1502709248626,0.482,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2038,39.0,n,2006.0,0.0,MIL is OFF1 codes,78.0,0.086,1.6,1565.0,11.0,24.0,volkswagen,26.0,polo,8.0,,32.0,0.11,1502709257633,0.565,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2039,39.0,n,2006.0,0.0,MIL is OFF1 codes,78.0,0.086,1.6,1457.0,11.0,48.0,volkswagen,26.0,polo,8.0,,42.0,0.086,1502709266649,0.706,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2040,39.0,n,2006.0,0.0,MIL is OFF1 codes,78.0,0.145,1.6,1760.0,11.0,32.0,volkswagen,26.0,polo,8.0,,45.0,0.078,1502709275655,0.725,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2041,39.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,0.173,1.6,1790.0,11.0,19.0,volkswagen,26.0,polo,8.0,,28.0,0.039,1502709284666,0.702,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2042,39.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,,1.6,753.0,11.0,30.0,volkswagen,26.0,polo,8.0,,1.0,0.024,1502709293673,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2043,39.0,n,2006.0,0.0,MIL is OFF1 codes,77.0,,1.6,766.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709302680,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2044,39.0,n,2006.0,0.0,MIL is OFF1 codes,78.0,0.122,1.6,1297.0,11.0,65.0,volkswagen,26.0,polo,8.0,,20.0,0.094,1502709311688,0.553,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2045,39.0,n,2006.0,0.0,MIL is OFF1 codes,78.0,0.188,1.6,1665.0,11.0,50.0,volkswagen,26.0,polo,8.0,,37.0,0.133,1502709320693,0.565,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2046,39.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,0.137,1.6,2017.0,11.0,21.0,volkswagen,26.0,polo,8.0,,37.0,0.137,1502709329699,0.525,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2047,39.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,0.141,1.6,2041.0,11.0,18.0,volkswagen,26.0,polo,8.0,,32.0,0.071,1502709338706,0.765,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2048,39.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,,1.6,872.0,11.0,30.0,volkswagen,26.0,polo,8.0,,6.0,0.024,1502709347718,0.431,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2049,39.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,,1.6,748.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709356724,0.525,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2050,39.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,,1.6,763.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709365732,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2051,40.0,n,2006.0,0.0,MIL is OFF1 codes,81.0,0.106,1.6,1069.0,11.0,60.0,volkswagen,26.0,polo,8.0,,18.0,0.102,1502709374737,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2052,40.0,n,2006.0,0.0,MIL is OFF1 codes,82.0,0.192,1.6,1596.0,11.0,24.0,volkswagen,26.0,polo,8.0,,37.0,0.137,1502709383743,0.467,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2053,40.0,n,2006.0,0.0,MIL is OFF1 codes,82.0,,1.6,1506.0,11.0,45.0,volkswagen,26.0,polo,8.0,,47.0,0.11,1502709392748,0.467,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2054,40.0,n,2006.0,0.0,MIL is OFF1 codes,82.0,0.075,1.6,1848.0,11.0,43.0,volkswagen,26.0,polo,8.0,,46.0,0.035,1502709401754,0.635,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2055,40.0,n,2006.0,0.0,MIL is OFF1 codes,81.0,,1.6,1320.0,11.0,29.0,volkswagen,26.0,polo,8.0,,6.0,0.031,1502709410758,0.435,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2056,41.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.184,1.6,1420.0,11.0,62.0,volkswagen,26.0,polo,8.0,,26.0,0.043,1502709419764,0.588,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2057,42.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.314,1.6,1752.0,11.0,76.0,volkswagen,26.0,polo,8.0,,45.0,0.165,1502709428779,0.635,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2058,41.0,n,2006.0,0.0,MIL is OFF1 codes,81.0,0.259,1.6,1807.0,11.0,23.0,volkswagen,26.0,polo,8.0,,45.0,0.114,1502709437786,0.678,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2059,41.0,n,2006.0,0.0,MIL is OFF1 codes,81.0,0.098,1.6,1885.0,11.0,19.0,volkswagen,26.0,polo,8.0,,28.0,0.035,1502709446806,0.761,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2060,41.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,,1.6,742.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709455817,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2061,42.0,n,2006.0,0.0,MIL is OFF1 codes,79.0,0.102,1.6,1014.0,11.0,70.0,volkswagen,26.0,polo,8.0,,23.0,0.106,1502709464821,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2062,42.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.325,1.6,1925.0,11.0,22.0,volkswagen,26.0,polo,8.0,,40.0,0.149,1502709473826,0.647,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2063,42.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.129,1.6,1853.0,11.0,19.0,volkswagen,26.0,polo,8.0,,23.0,0.078,1502709482833,0.596,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2064,42.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.247,1.6,1615.0,11.0,51.0,volkswagen,26.0,polo,8.0,,36.0,0.133,1502709491839,0.631,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2065,42.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.051,1.6,1534.0,11.0,35.0,volkswagen,26.0,polo,8.0,,10.0,0.031,1502709500846,0.478,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2066,42.0,n,2006.0,0.0,MIL is OFF1 codes,80.0,0.227,1.6,1495.0,11.0,28.0,volkswagen,26.0,polo,8.0,,10.0,0.145,1502709509853,0.631,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2067,42.0,n,2006.0,0.0,MIL is OFF1 codes,81.0,0.086,1.6,788.0,11.0,32.0,volkswagen,26.0,polo,8.0,,0.0,0.047,1502709518860,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2068,42.0,n,2006.0,0.0,MIL is OFF1 codes,82.0,,1.6,764.0,11.0,32.0,volkswagen,26.0,polo,8.0,,0.0,0.027,1502709527871,0.502,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2069,42.0,n,2006.0,0.0,MIL is OFF1 codes,84.0,,1.6,762.0,11.0,31.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709536880,0.514,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2070,42.0,n,2006.0,0.0,MIL is OFF1 codes,85.0,,1.6,745.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.027,1502709545885,0.518,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2071,42.0,n,2006.0,0.0,MIL is OFF1 codes,86.0,,1.6,767.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.02,1502709554891,0.573,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2072,43.0,n,2006.0,0.0,MIL is OFF1 codes,87.0,,1.6,745.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709563898,0.541,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2073,43.0,n,2006.0,0.0,MIL is OFF1 codes,87.0,,1.6,766.0,11.0,67.0,volkswagen,26.0,polo,8.0,,0.0,0.02,1502709572905,0.553,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2074,43.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,0.098,1.6,1471.0,11.0,74.0,volkswagen,26.0,polo,8.0,,23.0,0.2,1502709581911,0.702,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2075,43.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,0.361,1.6,2094.0,11.0,60.0,volkswagen,26.0,polo,8.0,,30.0,0.165,1502709590933,0.694,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2076,43.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,,1.6,732.0,11.0,66.0,volkswagen,26.0,polo,8.0,,26.0,0.102,1502709599939,0.518,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2077,43.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,0.243,1.6,2100.0,11.0,21.0,volkswagen,26.0,polo,8.0,,33.0,0.067,1502709608944,0.682,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2078,43.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,,1.6,1055.0,11.0,29.0,volkswagen,26.0,polo,8.0,,15.0,0.094,1502709617959,0.518,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2079,43.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,753.0,11.0,29.0,volkswagen,26.0,polo,8.0,,1.0,0.024,1502709626966,0.596,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2080,43.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,745.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709635972,0.565,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2081,44.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,769.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709644977,0.565,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2082,44.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,761.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709653989,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2083,44.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,756.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709662998,0.553,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2084,44.0,n,2006.0,0.0,MIL is OFF1 codes,89.0,,1.6,758.0,11.0,32.0,volkswagen,26.0,polo,8.0,,2.0,0.063,1502709672002,0.537,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2085,45.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,,1.6,761.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709681006,0.596,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2086,45.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,,1.6,754.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709690013,0.553,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2087,45.0,n,2006.0,0.0,MIL is OFF1 codes,91.0,0.059,1.6,855.0,11.0,33.0,volkswagen,26.0,polo,8.0,,1.0,0.039,1502709699018,0.631,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2088,45.0,n,2006.0,0.0,MIL is OFF1 codes,91.0,0.067,1.6,734.0,11.0,30.0,volkswagen,26.0,polo,8.0,,11.0,0.063,1502709708032,0.537,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2089,45.0,n,2006.0,0.0,MIL is OFF1 codes,92.0,0.063,1.6,1241.0,11.0,24.0,volkswagen,26.0,polo,8.0,,15.0,0.035,1502709717044,0.612,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2090,45.0,n,2006.0,0.0,MIL is OFF1 codes,93.0,0.051,1.6,870.0,11.0,32.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709726051,0.455,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2091,45.0,n,2006.0,0.0,MIL is OFF1 codes,93.0,0.051,1.6,766.0,11.0,30.0,volkswagen,26.0,polo,8.0,,2.0,0.027,1502709735056,0.49,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2092,45.0,n,2006.0,0.0,MIL is OFF1 codes,93.0,,1.6,769.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709744062,0.584,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2093,45.0,n,2006.0,0.0,MIL is OFF1 codes,93.0,,1.6,762.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709753069,0.576,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2094,45.0,n,2006.0,0.0,MIL is OFF1 codes,94.0,,1.6,763.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709762076,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2095,45.0,n,2006.0,0.0,MIL is OFF1 codes,94.0,,1.6,755.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709771082,0.565,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2096,45.0,n,2006.0,0.0,MIL is OFF1 codes,95.0,,1.6,755.0,11.0,31.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709780096,0.584,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2097,46.0,n,2006.0,0.0,MIL is OFF1 codes,95.0,0.267,1.6,1089.0,11.0,25.0,volkswagen,26.0,polo,8.0,,16.0,0.075,1502709789105,0.537,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2098,46.0,n,2006.0,0.0,MIL is OFF1 codes,93.0,0.059,1.6,1135.0,11.0,53.0,volkswagen,26.0,polo,8.0,,36.0,0.208,1502709798113,0.447,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2099,46.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,0.063,1.6,1930.0,11.0,20.0,volkswagen,26.0,polo,8.0,,18.0,0.102,1502709807119,0.608,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2100,46.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,759.0,11.0,30.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709816124,0.584,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2101,47.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,0.243,1.6,1533.0,11.0,64.0,volkswagen,26.0,polo,8.0,,27.0,0.141,1502709825130,0.447,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2102,47.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,0.196,1.6,1971.0,11.0,28.0,volkswagen,26.0,polo,8.0,,15.0,0.047,1502709834135,0.702,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2103,47.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,753.0,11.0,32.0,volkswagen,26.0,polo,8.0,,0.0,0.027,1502709843147,0.49,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2104,47.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,,1.6,772.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709852154,0.494,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2105,47.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,,1.6,743.0,11.0,30.0,volkswagen,26.0,polo,8.0,,15.0,0.106,1502709861159,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2106,47.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,0.369,1.6,2502.0,11.0,21.0,volkswagen,26.0,polo,8.0,,27.0,0.067,1502709870176,0.694,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2107,47.0,n,2006.0,0.0,MIL is OFF1 codes,91.0,0.106,1.6,1516.0,11.0,28.0,volkswagen,26.0,polo,8.0,,48.0,0.098,1502709879183,0.667,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2108,47.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,,1.6,1172.0,11.0,29.0,volkswagen,26.0,polo,8.0,,1.0,0.027,1502709888188,0.431,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2109,47.0,n,2006.0,0.0,MIL is OFF1 codes,89.0,,1.6,776.0,11.0,29.0,volkswagen,26.0,polo,8.0,,0.0,0.024,1502709897195,0.553,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2110,48.0,n,2006.0,0.0,MIL is OFF1 codes,89.0,,1.6,752.0,11.0,54.0,volkswagen,26.0,polo,8.0,,10.0,0.024,1502709906202,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2111,48.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,0.345,1.6,2278.0,11.0,72.0,volkswagen,26.0,polo,8.0,,38.0,0.141,1502709915209,0.671,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2112,48.0,n,2006.0,0.0,MIL is OFF1 codes,90.0,0.2,1.6,1767.0,11.0,47.0,volkswagen,26.0,polo,8.0,,48.0,0.114,1502709924214,0.624,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2113,48.0,n,2006.0,0.0,MIL is OFF1 codes,88.0,0.059,1.6,1771.0,11.0,28.0,volkswagen,26.0,polo,8.0,,22.0,0.031,1502709933231,0.596,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2114,48.0,n,2006.0,0.0,MIL is OFF1 codes,87.0,0.141,1.6,1140.0,11.0,98.0,volkswagen,26.0,polo,8.0,,40.0,0.404,1502709942239,0.659,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
2115,47.0,n,2006.0,0.0,MIL is OFF1 codes,87.0,0.059,1.6,1533.0,11.0,49.0,volkswagen,26.0,polo,8.0,,23.0,0.024,1502709951244,0.467,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
